user,hora_login,ip_origen,bytes_sent,failed_logins
maria.perez,10.47,192.168.1.30,22646.1,0
maria.perez,9.83,10.0.2.4,38601.34,0
juan.rodriguez,10.64,10.0.3.8,20174.65,0
juan.rodriguez,8.15,10.0.3.7,69598.02,0
maria.perez,11.15,192.168.1.30,80546.54,1
ana.garcia,9.19,10.0.0.2,156975.27,0
ana.garcia,7.82,10.0.0.2,44592.65,0
maria.perez,11.29,192.168.1.30,21144.99,0
maria.perez,7.39,10.0.2.4,44748.32,0
ana.garcia,8.19,10.0.0.2,3453.46,0
carlos.lopez,10.13,165.223.237.40,48598.08,0
carlos.lopez,8.5,192.168.1.20,24613.27,0
carlos.lopez,8.04,10.0.1.5,64983.48,0
maria.perez,9.12,10.0.2.4,17618.91,0
ana.garcia,10.53,10.0.0.2,50765.98,0
carlos.lopez,9.03,192.168.1.20,17472.94,0
ana.garcia,9.0,192.168.1.10,42822.91,0
maria.perez,11.75,10.0.2.4,5917.17,0
juan.rodriguez,7.09,10.0.3.7,57392.88,0
juan.rodriguez,9.42,10.0.3.8,46495.55,0
juan.rodriguez,10.77,192.168.1.40,65545.69,0
carlos.lopez,11.13,192.168.1.20,115727.45,0
carlos.lopez,9.04,10.0.1.5,179114.67,1
maria.perez,10.09,71.64.24.148,15201.57,0
carlos.lopez,5.23,10.0.1.5,44725.62,0
maria.perez,9.28,10.0.2.3,75117.8,1
maria.perez,9.04,10.0.2.3,78477.3,0
juan.rodriguez,8.95,10.0.3.8,70903.64,1
maria.perez,9.48,10.0.2.3,15859.15,0
juan.rodriguez,8.08,10.0.3.7,9647.04,0
juan.rodriguez,9.39,192.168.1.40,34273.82,0
carlos.lopez,11.38,10.0.1.5,39455.93,0
maria.perez,8.91,10.0.2.3,54213.08,0
carlos.lopez,12.5,10.0.1.5,55596.86,1
ana.garcia,6.68,168.86.2.156,8843.78,0
ana.garcia,12.54,10.0.0.1,31625.57,1
juan.rodriguez,8.05,10.0.3.7,47088.87,2
carlos.lopez,11.25,192.168.1.20,5787.75,0
maria.perez,8.18,66.57.50.14,22190.92,0
juan.rodriguez,9.86,192.168.1.40,18870.7,1
maria.perez,8.86,10.0.2.4,27251.01,0
maria.perez,7.67,192.168.1.30,21446.4,0
carlos.lopez,9.78,192.168.1.20,30991.22,0
carlos.lopez,7.64,10.0.1.6,119187.69,0
maria.perez,8.29,192.168.1.30,67304.42,1
ana.garcia,9.26,10.0.0.1,968.44,1
carlos.lopez,10.29,10.0.1.5,36844.65,1
maria.perez,8.99,10.0.2.3,1447.01,0
carlos.lopez,7.34,192.168.1.20,34586.4,0
ana.garcia,7.26,240.37.14.182,56466.4,0
ana.garcia,7.82,10.0.0.1,22140.39,1
ana.garcia,9.89,192.168.1.10,1583.41,1
maria.perez,9.07,2.193.66.208,13659.81,0
carlos.lopez,10.82,10.0.1.5,3463.54,0
juan.rodriguez,8.0,10.0.3.7,88375.83,0
maria.perez,9.28,10.0.2.4,7905.66,1
ana.garcia,9.62,189.165.134.236,32504.6,0
ana.garcia,8.21,10.0.0.1,6798.72,0
juan.rodriguez,11.96,192.168.1.40,78398.42,0
maria.perez,9.38,10.0.2.3,44634.11,1
carlos.lopez,9.36,192.168.1.20,86166.8,0
carlos.lopez,8.09,10.0.1.6,11753.26,0
carlos.lopez,7.95,10.0.1.5,82098.25,0
ana.garcia,8.03,10.0.0.2,68420.02,1
ana.garcia,10.6,10.0.0.1,21427.67,1
ana.garcia,10.29,192.168.1.10,41453.25,0
carlos.lopez,6.75,192.168.1.20,49736.58,0
ana.garcia,7.53,10.0.0.1,30904.41,0
ana.garcia,7.77,10.0.0.1,118315.68,0
juan.rodriguez,7.05,192.168.1.40,66236.82,0
maria.perez,10.75,192.168.1.30,52202.2,0
maria.perez,9.72,10.0.2.4,8600.89,0
juan.rodriguez,8.91,10.0.3.8,3354.72,0
carlos.lopez,7.02,10.0.1.6,84950.74,0
ana.garcia,9.13,192.168.1.10,38249.8,0
ana.garcia,7.63,192.168.1.10,4484.05,0
ana.garcia,11.26,10.0.0.1,150465.92,1
juan.rodriguez,10.11,10.0.3.8,52339.95,0
ana.garcia,9.39,10.0.0.1,37905.28,0
ana.garcia,6.98,192.168.1.10,19958.59,1
maria.perez,10.45,10.0.2.3,525.62,0
carlos.lopez,7.69,10.0.1.6,84219.5,0
juan.rodriguez,11.42,10.0.3.8,24041.24,0
maria.perez,8.53,10.0.2.4,32734.74,1
juan.rodriguez,6.12,10.0.3.7,50178.54,0
carlos.lopez,8.4,10.0.1.6,39464.9,0
juan.rodriguez,7.89,10.0.3.7,45457.13,0
maria.perez,7.46,10.0.2.3,24098.64,0
ana.garcia,8.13,192.168.1.10,24671.7,0
maria.perez,9.23,108.134.116.76,8363.28,2
juan.rodriguez,10.06,192.168.1.40,180666.3,0
maria.perez,8.74,10.0.2.4,138682.09,0
maria.perez,8.0,217.19.186.28,21006.3,0
juan.rodriguez,10.37,10.0.3.7,55769.88,1
carlos.lopez,9.03,10.0.1.6,29649.35,0
juan.rodriguez,8.58,10.0.3.7,4350.84,0
carlos.lopez,8.48,10.0.1.6,21648.73,1
carlos.lopez,9.38,10.0.1.6,32788.86,0
juan.rodriguez,9.63,192.168.1.40,128249.02,0
juan.rodriguez,8.07,192.168.1.40,39360.39,0
carlos.lopez,5.61,10.0.1.5,7811.94,0
juan.rodriguez,9.05,10.0.3.8,92782.34,1
juan.rodriguez,6.78,192.168.1.40,33.58,0
ana.garcia,8.58,252.51.230.8,69153.75,0
ana.garcia,8.0,10.0.0.2,96346.16,1
carlos.lopez,8.23,192.168.1.20,98388.18,0
juan.rodriguez,9.88,10.0.3.8,78883.82,2
maria.perez,10.24,10.0.2.4,229821.83,0
maria.perez,10.06,10.0.2.3,71675.26,0
maria.perez,8.94,10.0.2.4,56155.69,1
maria.perez,9.1,10.0.2.4,34578.55,0
juan.rodriguez,9.01,192.168.1.40,43559.03,0
maria.perez,9.56,10.0.2.4,169291.59,0
carlos.lopez,6.59,114.234.227.192,23010.22,0
ana.garcia,9.15,10.0.0.2,52427.31,0
maria.perez,9.1,10.0.2.4,15993.25,0
carlos.lopez,10.47,192.168.1.20,2975.38,0
ana.garcia,11.91,10.0.0.1,22090.91,0
juan.rodriguez,7.59,10.0.3.7,92116.77,1
ana.garcia,6.93,10.0.0.1,100111.07,1
maria.perez,6.68,10.0.2.4,8530.23,1
maria.perez,5.79,192.168.1.30,67811.22,0
ana.garcia,10.33,230.82.207.200,7014.91,1
juan.rodriguez,9.13,10.0.3.7,33445.38,0
carlos.lopez,9.36,10.0.1.6,65569.87,0
carlos.lopez,8.65,10.0.1.6,113246.19,1
carlos.lopez,9.24,192.168.1.20,43095.0,1
juan.rodriguez,9.77,10.0.3.7,38143.63,1
ana.garcia,9.67,10.0.0.1,30559.28,1
maria.perez,8.53,10.0.2.4,36745.97,0
ana.garcia,7.01,10.0.0.1,59160.31,0
juan.rodriguez,10.96,192.168.1.40,40098.87,0
carlos.lopez,8.5,10.0.1.5,90595.36,0
juan.rodriguez,8.77,192.168.1.40,6742.57,0
maria.perez,10.57,192.168.1.30,65465.03,0
carlos.lopez,10.55,10.0.1.5,36107.34,0
juan.rodriguez,9.61,10.0.3.8,8195.71,1
ana.garcia,8.75,10.0.0.2,29192.45,0
juan.rodriguez,9.74,192.168.1.40,12008.12,0
carlos.lopez,8.89,10.0.1.5,13980.94,1
ana.garcia,6.99,10.0.0.2,13381.41,0
ana.garcia,9.46,192.168.1.10,945.83,1
maria.perez,11.02,10.0.2.3,5798.67,0
carlos.lopez,8.36,192.168.1.20,32562.15,0
carlos.lopez,12.63,154.157.89.97,4019.84,0
maria.perez,10.18,10.0.2.3,66395.71,0
maria.perez,8.3,10.0.2.3,52858.82,0
carlos.lopez,10.79,10.0.1.6,14389.08,0
ana.garcia,8.06,192.168.1.10,124559.46,2
juan.rodriguez,10.84,192.168.1.40,17220.46,1
ana.garcia,8.74,10.0.0.2,78705.78,1
juan.rodriguez,6.67,192.168.1.40,29827.39,2
maria.perez,8.41,148.56.65.121,4171.5,0
maria.perez,9.93,192.168.1.30,9311.97,0
maria.perez,9.01,192.168.1.30,21457.78,0
carlos.lopez,8.75,10.0.1.5,34317.14,0
juan.rodriguez,9.21,10.0.3.7,15973.67,1
juan.rodriguez,11.96,192.168.1.40,34558.86,0
ana.garcia,8.05,10.0.0.1,30181.92,1
maria.perez,7.18,10.0.2.4,118072.46,0
carlos.lopez,8.87,168.22.125.213,70555.35,0
carlos.lopez,7.41,134.135.33.236,25196.39,0
carlos.lopez,9.78,192.168.1.20,29411.62,0
ana.garcia,8.58,10.0.0.2,18172.86,0
carlos.lopez,7.83,10.0.1.6,2096.31,0
ana.garcia,9.42,10.0.0.2,21822.72,0
juan.rodriguez,8.85,10.0.3.7,64576.35,0
ana.garcia,9.37,10.0.0.1,365689.64,1
maria.perez,8.33,10.0.2.4,67248.28,0
maria.perez,6.62,162.159.156.121,17735.61,0
maria.perez,10.35,10.0.2.4,43275.02,0
juan.rodriguez,8.73,192.168.1.40,76943.51,0
ana.garcia,8.78,10.0.0.2,59360.04,0
ana.garcia,10.14,10.0.0.1,31090.91,0
carlos.lopez,10.39,10.0.1.6,9995.23,0
carlos.lopez,6.98,10.0.1.5,100417.51,0
ana.garcia,7.64,192.168.1.10,9000.36,0
maria.perez,6.22,10.0.2.4,10405.05,0
maria.perez,8.51,192.168.1.30,99165.39,0
juan.rodriguez,11.32,107.119.182.224,63122.27,0
carlos.lopez,6.51,192.168.1.20,52767.71,0
juan.rodriguez,7.88,192.168.1.40,25280.02,0
maria.perez,7.75,192.168.1.30,16425.49,0
ana.garcia,8.54,10.0.0.1,33426.1,0
maria.perez,7.9,10.0.2.4,23418.68,0
maria.perez,10.44,10.0.2.3,80846.38,0
carlos.lopez,8.62,10.0.1.6,36224.62,0
maria.perez,7.55,10.0.2.3,41763.12,0
juan.rodriguez,9.42,10.0.3.7,63024.91,0
ana.garcia,6.93,192.168.1.10,29475.6,0
ana.garcia,5.5,10.0.0.2,8323.16,0
carlos.lopez,9.89,10.0.1.5,19332.42,1
maria.perez,7.28,192.168.1.30,60063.83,2
carlos.lopez,11.46,10.0.1.5,80275.51,0
juan.rodriguez,9.47,10.0.3.8,28892.59,0
ana.garcia,7.18,10.0.0.2,18653.01,0
carlos.lopez,9.48,146.37.252.133,34041.39,0
maria.perez,7.87,10.0.2.3,16697.12,0
carlos.lopez,7.91,10.0.1.5,53400.37,0
ana.garcia,9.94,10.0.0.1,105730.37,0
maria.perez,9.99,10.0.2.3,1110.43,0
juan.rodriguez,6.61,10.0.3.8,52061.25,0
juan.rodriguez,12.63,192.168.1.40,8548.87,0
juan.rodriguez,8.53,10.0.3.7,15784.79,0
ana.garcia,8.53,192.168.1.10,86736.8,0
juan.rodriguez,10.19,10.0.3.8,54745.64,0
carlos.lopez,10.13,10.0.1.5,22263.3,0
maria.perez,10.8,169.100.130.46,32125.23,0
carlos.lopez,7.74,192.168.1.20,87976.56,1
juan.rodriguez,8.92,192.168.1.40,50008.89,0
juan.rodriguez,8.39,10.0.3.8,33311.66,1
carlos.lopez,8.06,10.0.1.6,133181.17,0
juan.rodriguez,8.32,10.0.3.8,35432.14,0
juan.rodriguez,8.07,10.0.3.7,4136.62,0
ana.garcia,8.0,192.168.1.10,47046.24,0
carlos.lopez,10.16,192.168.1.20,49865.01,0
carlos.lopez,7.79,10.0.1.5,46422.95,0
carlos.lopez,7.64,192.168.1.20,36741.85,0
juan.rodriguez,9.9,10.0.3.8,203558.43,1
ana.garcia,9.38,10.0.0.1,16614.95,0
maria.perez,8.54,10.0.2.4,132521.18,0
maria.perez,9.54,192.168.1.30,18065.39,1
maria.perez,11.26,192.168.1.30,49841.57,1
juan.rodriguez,6.97,192.168.1.40,33492.09,2
carlos.lopez,9.29,156.39.11.132,23275.58,1
maria.perez,8.97,192.168.1.30,22323.57,0
carlos.lopez,8.95,10.0.1.5,26780.06,1
ana.garcia,8.73,10.0.0.2,6016.98,0
ana.garcia,8.19,10.0.0.1,21741.29,0
carlos.lopez,10.3,10.0.1.6,5517.08,0
carlos.lopez,10.6,192.168.1.20,39665.55,0
maria.perez,7.76,10.0.2.3,69447.07,0
maria.perez,8.76,10.0.2.3,45780.2,1
carlos.lopez,8.28,192.168.1.20,38479.61,0
maria.perez,9.12,192.168.1.30,65759.33,0
juan.rodriguez,6.43,178.247.205.166,18597.58,0
ana.garcia,7.22,10.0.0.2,50048.53,1
maria.perez,8.67,10.0.2.3,7372.17,0
juan.rodriguez,8.47,192.168.1.40,92083.72,1
ana.garcia,9.84,10.0.0.2,1671.8,0
carlos.lopez,8.09,10.0.1.5,40280.88,0
ana.garcia,8.03,10.0.0.1,58465.27,0
juan.rodriguez,8.87,10.0.3.8,39406.09,1
ana.garcia,7.85,10.0.0.2,202187.84,0
carlos.lopez,11.07,192.168.1.20,14679.32,0
ana.garcia,14.18,10.0.0.2,21609.25,0
juan.rodriguez,9.14,10.0.3.8,107892.33,0
carlos.lopez,11.18,10.0.1.5,19984.51,0
carlos.lopez,9.54,192.168.1.20,2970.99,0
ana.garcia,7.01,10.0.0.2,39307.83,0
juan.rodriguez,7.29,192.168.1.40,38319.91,1
maria.perez,9.11,120.122.33.205,60227.87,0
juan.rodriguez,9.5,10.0.3.7,23428.45,0
juan.rodriguez,6.87,10.0.3.7,24229.1,1
juan.rodriguez,7.91,232.230.154.51,9371.74,0
ana.garcia,10.92,10.0.0.2,154381.0,0
carlos.lopez,9.48,192.168.1.20,60970.65,1
carlos.lopez,8.61,10.0.1.6,52514.63,1
maria.perez,9.45,10.0.2.3,24399.05,0
carlos.lopez,11.07,207.201.6.217,31683.48,1
ana.garcia,7.21,10.0.0.2,5858.72,0
ana.garcia,8.0,189.240.26.165,8280.74,0
juan.rodriguez,10.84,10.0.3.7,1291.51,0
ana.garcia,9.96,10.0.0.1,44690.89,0
ana.garcia,7.43,253.195.116.223,8851.06,1
juan.rodriguez,8.6,10.0.3.7,93553.93,0
juan.rodriguez,10.47,192.168.1.40,10106.02,0
juan.rodriguez,9.44,138.253.190.152,41819.86,0
ana.garcia,8.28,10.0.0.1,1726.14,0
carlos.lopez,7.09,10.0.1.5,44879.02,0
ana.garcia,8.42,192.168.1.10,9906.23,0
maria.perez,11.11,10.0.2.4,33703.7,0
juan.rodriguez,11.54,10.0.3.8,170314.31,0
ana.garcia,8.34,10.0.0.2,11482.69,1
carlos.lopez,8.61,192.168.1.20,690.1,0
maria.perez,10.64,10.0.2.4,9563.15,1
juan.rodriguez,12.14,192.168.1.40,14262.69,0
maria.perez,9.07,10.0.2.3,54316.1,0
ana.garcia,8.19,10.0.0.1,65337.3,0
ana.garcia,6.76,10.0.0.1,2291.37,0
ana.garcia,9.71,10.0.0.1,36982.4,0
carlos.lopez,11.29,10.0.1.5,38105.0,0
carlos.lopez,8.29,192.168.1.20,8817.52,0
juan.rodriguez,8.88,10.0.3.7,2047.74,2
maria.perez,9.78,10.0.2.3,20029.77,0
carlos.lopez,7.46,192.168.1.20,28727.09,0
carlos.lopez,11.93,192.168.1.20,32896.13,0
ana.garcia,5.72,10.0.0.1,18513.46,0
juan.rodriguez,10.1,10.0.3.7,15963.25,0
maria.perez,10.31,114.117.225.162,171300.09,0
carlos.lopez,9.47,192.168.1.20,12098.85,0
juan.rodriguez,8.57,10.0.3.8,39798.08,0
ana.garcia,7.39,10.0.0.2,31377.95,1
maria.perez,7.48,10.0.2.4,8974.87,0
juan.rodriguez,11.32,10.0.3.8,19758.08,0
juan.rodriguez,8.92,10.0.3.8,10738.96,0
maria.perez,7.87,10.0.2.4,26861.99,0
maria.perez,9.55,10.0.2.4,11899.59,0
ana.garcia,7.96,192.168.1.10,12208.34,1
maria.perez,6.76,10.0.2.4,11638.55,0
carlos.lopez,9.27,192.168.1.20,8157.03,0
carlos.lopez,6.9,192.168.1.20,43086.14,1
ana.garcia,9.15,192.168.1.10,59231.81,0
carlos.lopez,9.01,192.168.1.20,56856.39,0
carlos.lopez,9.88,7.254.62.3,91084.99,0
carlos.lopez,9.57,10.0.1.5,40259.11,0
ana.garcia,9.81,192.168.1.10,63603.65,1
ana.garcia,7.87,192.168.1.10,8434.26,0
carlos.lopez,9.39,192.168.1.20,34430.32,1
juan.rodriguez,9.65,10.0.3.7,25227.23,0
juan.rodriguez,7.42,10.0.3.8,59590.83,0
ana.garcia,7.9,10.0.0.1,132942.79,2
carlos.lopez,8.25,192.168.1.20,52630.31,0
juan.rodriguez,7.95,10.0.3.8,54714.7,0
carlos.lopez,9.91,10.0.1.6,57582.0,0
ana.garcia,9.14,10.0.0.2,46426.28,1
juan.rodriguez,7.42,10.0.3.7,36695.39,0
carlos.lopez,7.22,192.168.1.20,3979.26,0
maria.perez,10.36,192.168.1.30,26137.56,0
ana.garcia,9.55,10.0.0.2,11825.07,0
carlos.lopez,6.22,10.0.1.6,7691.72,0
juan.rodriguez,8.54,10.0.3.8,11758.92,0
juan.rodriguez,7.98,192.168.1.40,12989.74,0
juan.rodriguez,9.54,10.0.3.8,41363.74,1
juan.rodriguez,9.97,192.168.1.40,53795.74,0
ana.garcia,9.18,10.0.0.2,3973.31,2
ana.garcia,8.85,192.168.1.10,42278.43,0
juan.rodriguez,9.66,192.168.1.40,94989.95,0
maria.perez,8.28,10.0.2.4,17865.2,0
carlos.lopez,10.93,192.168.1.20,82252.24,0
juan.rodriguez,6.44,10.0.3.7,7748.39,0
ana.garcia,9.36,10.0.0.1,40658.47,0
carlos.lopez,10.3,112.145.17.50,59581.34,0
ana.garcia,8.92,10.0.0.2,16164.07,0
juan.rodriguez,10.95,10.0.3.8,88734.62,0
ana.garcia,8.37,10.0.0.2,68741.58,0
maria.perez,7.5,10.0.2.3,10494.02,0
carlos.lopez,9.1,10.0.1.5,22973.76,1
maria.perez,7.95,10.0.2.3,152393.02,1
juan.rodriguez,9.47,10.0.3.7,22660.5,1
carlos.lopez,11.28,10.0.1.6,91516.89,0
juan.rodriguez,7.75,10.0.3.8,32126.99,0
maria.perez,7.58,10.0.2.4,96927.53,0
carlos.lopez,8.87,10.0.1.6,561.11,0
carlos.lopez,6.57,10.0.1.6,40655.08,0
maria.perez,10.33,192.168.1.30,49540.95,1
maria.perez,8.85,192.168.1.30,41322.08,0
juan.rodriguez,10.98,10.0.3.7,4022.19,0
carlos.lopez,11.42,10.0.1.6,15521.59,0
carlos.lopez,7.94,10.0.1.5,176325.46,0
maria.perez,10.66,10.0.2.4,12167.56,0
juan.rodriguez,9.54,10.0.3.8,2971.99,0
maria.perez,10.19,10.0.2.4,58345.77,0
carlos.lopez,9.86,10.0.1.6,29940.64,0
juan.rodriguez,9.64,106.47.151.26,78103.13,0
carlos.lopez,10.3,192.168.1.20,626.0,0
ana.garcia,7.64,10.0.0.2,40147.26,0
carlos.lopez,8.52,10.0.1.6,24038.08,0
ana.garcia,8.56,10.0.0.2,152226.41,0
maria.perez,7.83,132.118.175.161,5041.05,0
juan.rodriguez,8.88,10.0.3.8,113198.33,0
juan.rodriguez,7.42,10.0.3.7,68733.14,0
carlos.lopez,6.86,10.0.1.6,111795.57,0
carlos.lopez,7.52,10.0.1.6,37496.12,0
maria.perez,11.41,10.0.2.3,14402.23,0
ana.garcia,9.3,177.82.58.252,39765.62,0
carlos.lopez,10.07,10.0.1.5,108041.05,1
ana.garcia,10.84,192.168.1.10,90087.05,0
ana.garcia,7.02,10.0.0.2,99661.4,0
ana.garcia,4.33,10.0.0.1,23962.84,0
carlos.lopez,9.53,10.0.1.5,104583.21,0
maria.perez,9.04,10.0.2.4,6891.06,0
juan.rodriguez,7.01,10.0.3.7,22191.45,1
maria.perez,8.42,10.0.2.4,21176.26,0
maria.perez,11.82,10.0.2.4,102756.03,0
ana.garcia,7.99,238.136.141.204,64709.53,1
maria.perez,6.17,192.168.1.30,30272.68,1
juan.rodriguez,7.9,10.0.3.7,12416.16,0
ana.garcia,9.28,10.0.0.1,29174.02,0
carlos.lopez,10.3,10.0.1.5,870.96,0
maria.perez,8.52,10.0.2.4,52703.05,0
carlos.lopez,10.82,10.0.1.6,168154.5,2
maria.perez,10.0,10.0.2.3,68929.66,0
maria.perez,8.5,10.0.2.3,1088.12,1
carlos.lopez,7.2,10.0.1.6,6077.27,0
juan.rodriguez,9.78,10.0.3.8,160194.48,1
juan.rodriguez,9.66,10.0.3.7,93431.29,0
juan.rodriguez,10.77,10.0.3.8,9159.36,0
juan.rodriguez,7.72,10.0.3.7,41261.19,0
juan.rodriguez,8.33,10.0.3.8,88216.47,0
carlos.lopez,12.16,10.0.1.6,5226.64,0
maria.perez,8.86,10.0.2.3,4237.39,0
carlos.lopez,10.8,10.0.1.6,8927.11,1
ana.garcia,8.49,10.0.0.1,20176.21,0
ana.garcia,10.68,192.168.1.10,8322.36,1
juan.rodriguez,7.63,10.0.3.8,8685.72,0
ana.garcia,9.39,10.0.0.2,5214.83,0
maria.perez,8.22,10.0.2.3,115514.47,0
juan.rodriguez,11.08,10.0.3.8,55514.76,0
carlos.lopez,7.76,10.0.1.6,261979.63,0
carlos.lopez,5.81,10.0.1.5,14031.28,0
carlos.lopez,9.38,106.21.106.132,14791.85,1
juan.rodriguez,9.51,192.168.1.40,4259.16,1
carlos.lopez,8.07,10.0.1.6,125849.14,0
juan.rodriguez,9.88,192.168.1.40,24075.94,0
maria.perez,9.63,10.0.2.4,89645.22,0
maria.perez,6.66,10.0.2.4,12504.08,1
juan.rodriguez,8.49,10.0.3.8,68191.61,0
maria.perez,8.55,192.168.1.30,5719.57,0
maria.perez,6.52,129.249.46.77,28511.84,0
carlos.lopez,11.51,10.0.1.6,8260.99,0
carlos.lopez,7.21,192.168.1.20,23005.08,1
carlos.lopez,8.36,192.168.1.20,28198.49,0
ana.garcia,6.17,10.0.0.2,2756.4,0
carlos.lopez,10.52,10.0.1.5,65356.6,0
juan.rodriguez,7.31,192.168.1.40,54496.11,0
carlos.lopez,5.81,192.168.1.20,6228.14,0
maria.perez,9.0,192.168.1.30,6727.18,0
juan.rodriguez,7.9,10.0.3.7,91998.1,0
carlos.lopez,9.11,10.0.1.6,30925.38,0
ana.garcia,8.67,192.168.1.10,90457.64,0
maria.perez,7.98,10.0.2.4,76126.17,2
carlos.lopez,9.06,10.0.1.6,3505.95,0
juan.rodriguez,7.52,10.0.3.7,2694.21,0
carlos.lopez,10.96,192.168.1.20,15777.21,0
ana.garcia,9.46,192.168.1.10,19870.49,0
maria.perez,8.62,10.0.2.3,6518.09,0
juan.rodriguez,7.68,10.0.3.7,71982.5,0
ana.garcia,7.78,10.0.0.1,54071.86,1
carlos.lopez,8.65,10.0.1.6,3825.64,0
maria.perez,10.2,10.0.2.4,23052.9,0
juan.rodriguez,6.87,10.0.3.7,101231.21,0
maria.perez,9.72,10.0.2.3,198.39,1
maria.perez,6.95,192.168.1.30,13452.54,0
juan.rodriguez,8.13,10.0.3.8,242799.65,0
carlos.lopez,10.62,10.0.1.5,418562.18,2
juan.rodriguez,8.88,192.168.1.40,35491.86,0
maria.perez,8.03,46.84.77.247,16143.73,0
juan.rodriguez,11.42,10.0.3.8,67650.09,0
maria.perez,7.35,10.0.2.4,111989.68,1
juan.rodriguez,7.57,10.0.3.7,5893.39,0
carlos.lopez,6.39,10.0.1.6,1322.87,0
carlos.lopez,13.49,192.168.1.20,39691.68,0
carlos.lopez,10.13,192.168.1.20,54113.78,0
carlos.lopez,9.49,192.168.1.20,12848.64,0
carlos.lopez,7.24,10.0.1.6,2608.66,0
ana.garcia,7.6,10.0.0.1,189115.82,1
carlos.lopez,8.41,10.0.1.5,37469.87,0
juan.rodriguez,8.34,192.168.1.40,1897.59,1
carlos.lopez,9.9,192.168.1.20,40363.36,0
maria.perez,10.52,106.192.135.168,37893.22,2
carlos.lopez,12.07,10.0.1.6,47237.44,0
juan.rodriguez,7.9,10.0.3.7,142650.32,0
carlos.lopez,10.23,192.168.1.20,20183.82,1
maria.perez,9.49,10.0.2.4,70078.95,0
ana.garcia,11.22,10.0.0.1,89342.24,1
carlos.lopez,9.36,10.0.1.5,11001.62,0
carlos.lopez,7.52,192.168.1.20,241597.62,0
ana.garcia,7.87,10.0.0.2,7440.28,0
ana.garcia,8.01,10.0.0.1,21950.81,0
ana.garcia,11.96,10.0.0.2,14698.64,0
maria.perez,9.45,192.168.1.30,24078.56,0
maria.perez,11.66,192.168.1.30,110704.73,0
ana.garcia,9.15,10.0.0.2,64134.35,0
juan.rodriguez,9.6,237.76.208.165,55665.68,0
juan.rodriguez,11.71,10.0.3.7,112618.35,0
carlos.lopez,7.53,10.0.1.5,28707.54,0
juan.rodriguez,10.61,10.0.3.7,79024.64,0
maria.perez,10.04,192.168.1.30,32654.1,0
maria.perez,11.44,192.168.1.30,134892.02,0
ana.garcia,9.58,10.0.0.2,11336.97,0
ana.garcia,7.41,192.168.1.10,4679.81,1
maria.perez,9.3,192.168.1.30,45258.68,0
ana.garcia,7.22,192.168.1.10,25495.39,0
maria.perez,9.44,10.0.2.4,847.53,0
juan.rodriguez,10.3,10.0.3.7,106821.4,1
juan.rodriguez,9.21,10.0.3.8,6299.39,0
carlos.lopez,8.17,10.0.1.6,60338.58,0
carlos.lopez,9.46,192.168.1.20,46601.02,0
ana.garcia,8.98,10.0.0.2,11384.86,0
carlos.lopez,10.49,10.0.1.6,23787.44,0
ana.garcia,11.29,10.0.0.1,5447.98,0
juan.rodriguez,8.6,10.0.3.8,29875.6,0
carlos.lopez,7.76,192.168.1.20,15531.84,0
juan.rodriguez,9.88,192.168.1.40,130690.73,0
carlos.lopez,10.1,10.0.1.6,951.0,0
juan.rodriguez,9.05,169.140.4.153,12034.26,0
maria.perez,11.04,10.0.2.3,105164.87,0
juan.rodriguez,7.18,10.0.3.7,14487.87,0
carlos.lopez,10.07,192.168.1.20,51889.69,0
carlos.lopez,12.43,192.168.1.20,14919.71,1
maria.perez,7.99,10.0.2.4,249106.22,0
juan.rodriguez,8.99,10.0.3.7,17050.37,0
ana.garcia,7.94,192.168.1.10,94241.07,0
maria.perez,8.7,10.0.2.4,19595.65,1
ana.garcia,6.22,10.0.0.1,23691.14,1
maria.perez,7.41,10.0.2.3,352243.67,0
maria.perez,9.56,10.0.2.4,108230.21,1
carlos.lopez,9.4,10.0.1.6,114220.69,0
maria.perez,7.52,10.0.2.3,52813.11,0
juan.rodriguez,10.21,10.0.3.7,37228.69,0
maria.perez,7.92,10.0.2.4,80681.15,0
juan.rodriguez,10.18,10.0.3.8,6751.08,0
ana.garcia,7.85,10.0.0.2,7510.66,0
carlos.lopez,9.11,192.168.1.20,3442.03,0
ana.garcia,9.64,10.0.0.2,23912.53,0
juan.rodriguez,6.69,10.0.3.7,13956.36,0
juan.rodriguez,11.14,192.168.1.40,24961.1,0
juan.rodriguez,7.79,10.0.3.7,40938.92,1
maria.perez,8.66,10.0.2.3,23332.55,0
juan.rodriguez,9.25,10.0.3.7,33705.72,0
maria.perez,9.85,192.168.1.30,45388.06,1
juan.rodriguez,8.9,10.0.3.8,84563.72,0
juan.rodriguez,7.49,10.0.3.7,3146.13,0
maria.perez,8.74,10.0.2.3,46257.1,0
ana.garcia,6.99,10.0.0.2,26183.07,0
maria.perez,7.01,192.168.1.30,6800.57,0
juan.rodriguez,8.81,10.0.3.7,26394.98,2
maria.perez,8.88,10.0.2.4,179358.96,0
maria.perez,9.58,10.0.2.3,3104.87,1
carlos.lopez,8.72,10.0.1.5,79292.94,0
juan.rodriguez,9.59,10.0.3.7,42406.36,1
juan.rodriguez,8.5,228.231.156.245,133476.9,0
maria.perez,7.11,192.168.1.30,81270.88,0
juan.rodriguez,10.38,192.168.1.40,57437.32,1
juan.rodriguez,8.84,10.0.3.7,11737.79,0
