entry_point,image_base,size_of_image,size_code_section,dll_flag,num_sections,entropia_max,entropia_media,num_importaciones,num_dlls_importadas,num_exportaciones,file_size,label
6849,4438467,183198,11677,148,6,4.618141433266926,4.768167985488352,50,8,4,467738,0
4582,4396218,50461,75800,32,4,4.6241759473345665,5.469847322281062,111,9,8,332537,0
5247,4500550,166603,46432,36,3,4.348747119905475,5.428153290672171,186,8,17,318036,0
5094,4398133,99260,45453,67,6,6.151408888184081,5.297274307025225,55,6,10,197478,0
6796,4708313,127649,42457,248,4,4.5659938510283355,4.888428853063269,60,8,4,237501,0
7087,5238277,92333,40352,43,6,5.25794631681222,4.523573421242419,151,5,1,343231,0
7073,4809236,123591,58308,231,4,6.477181195005512,3.4304266592073107,117,3,7,213680,0
7941,4952679,117734,50582,173,6,4.030352252305109,4.358378543559394,84,5,13,179278,0
7244,4711556,129461,21437,236,3,5.3912152262769855,4.913441305985819,81,7,14,418585,0
5409,4208886,108992,53864,211,5,5.280722606762365,4.30214289676392,149,7,4,236942,0
4537,4282505,130485,56783,85,4,6.018618441025387,5.170597821014145,128,9,3,340072,0
6613,4476237,173818,17952,211,4,4.888203848881942,3.2741397479792456,145,9,14,64035,0
7847,4449807,115184,36371,43,4,5.025853397247603,3.9523508701215855,92,4,3,84769,0
8090,5075715,104206,65335,74,6,4.41984495149716,4.264911046484143,128,3,1,431677,0
5038,5078870,69763,53310,54,4,5.852038079089467,4.08081323967277,179,4,9,113983,0
5064,5089915,103957,19545,34,6,5.961772272970371,3.271466369553883,97,9,11,408110,0
4249,4862864,68849,12806,23,4,4.341658301947076,3.383820735111576,109,8,4,455083,0
4674,4777493,77375,50684,47,3,4.983642684970804,5.094043232138718,74,3,4,266628,0
6368,4874986,192837,42320,30,6,6.2322624884067075,4.210960648003628,145,4,4,448024,0
6335,4620871,63412,77273,97,3,4.006768184189468,3.121806066881819,54,6,6,242252,0
5615,4897063,122304,46557,18,4,4.74689767655658,3.0412281474441247,87,7,0,478324,0
5365,5027337,175145,75204,15,6,5.38760571263137,4.183688504985817,156,9,0,156701,0
7494,4994265,192980,25002,253,6,4.835234649149883,3.4109468148111093,52,8,7,242532,0
5980,4837951,72007,41313,22,6,4.6801129729441735,4.762814864998054,198,4,0,225011,0
7406,4255235,74536,19773,18,4,5.150093712258031,4.988308656319378,110,3,6,402827,0
8041,4954468,105889,50196,7,6,4.453807770274234,3.570741771142764,109,7,11,69673,0
5395,4578720,133162,23193,33,4,5.32406310239871,4.480442362204451,130,6,0,422701,0
4926,4974095,193971,44458,135,5,5.766739803283064,3.386111608713465,145,9,12,60544,0
7999,4760039,81157,34089,211,5,5.4382373815712555,3.7589566289859677,118,7,12,192063,0
6696,5118294,74659,23001,188,3,4.232773327146328,5.221988735453584,182,6,11,318230,0
5287,4549201,87977,16776,148,4,6.111021535413933,4.360245228705777,194,5,12,115401,0
6643,5170941,181147,45843,21,4,4.437444593718721,5.214721737860501,80,3,16,270552,0
6205,5079804,54508,76312,198,4,5.912030001527821,3.563119510448767,156,9,1,498661,0
7805,4541494,107020,23912,9,4,4.901412776939626,3.825060858121665,95,8,3,420443,0
5144,4700317,67842,38349,161,5,5.956903370140256,4.1773803461420425,199,4,6,63598,0
8156,4751462,73560,25722,104,3,4.5156822585133645,4.200200187986358,87,7,13,316293,0
7930,5000268,187527,66627,225,3,4.466655259238575,5.494119917959251,94,5,17,318801,0
4836,4916937,50249,39043,78,6,5.242564615543706,3.2861132974278253,157,6,18,80701,0
4770,5087707,98229,78209,163,4,4.082340036745901,5.129912589003977,168,8,11,342595,0
6279,4582138,187313,27161,112,5,4.563243346955834,5.159205098554676,69,8,8,284450,0
4279,4723616,141219,15651,133,5,5.81003063046087,4.382996578844469,133,4,8,356805,0
5319,4646098,60763,50776,240,5,6.093458695763564,3.8600929206478845,101,5,1,183875,0
5878,5148038,119752,55616,182,4,4.201963409844526,4.29806526072074,141,8,9,165032,0
8066,4514099,195641,79351,106,4,6.205194273595261,3.7311692620164094,133,9,10,381181,0
8160,4809948,110067,70998,114,6,5.993793010132947,4.997768621099849,197,3,4,374710,0
4716,4320307,129294,71891,180,6,6.174210739267414,4.245697896775825,190,8,15,122773,0
7748,5085881,129782,54396,88,4,5.7460713864471,5.314605447193626,148,6,16,147379,0
4468,4597185,149067,35187,42,5,5.685382668234912,4.5567283608901095,151,7,6,313862,0
7162,4551439,78085,40031,119,6,5.3127330833621595,4.285798332786708,184,3,18,423067,0
7559,4805537,175952,19362,17,3,5.631968061228287,4.777673384944131,77,7,2,140808,0
7744,4717351,198290,40175,43,6,6.297774161416513,4.259832411075585,158,7,18,148602,0
5011,5083471,71383,35510,107,4,4.251305003541771,5.261265876048618,165,7,15,413500,0
7755,4751528,172746,12512,203,6,4.789411194615228,3.461114902217103,69,8,4,363517,0
4571,4736412,172536,24312,200,5,4.181137433989679,5.4333717093647635,182,9,13,456028,0
6221,4304383,161242,47422,66,6,6.3620129298600965,5.03047637962798,154,8,6,402536,0
6019,4217307,105631,35854,108,3,5.11316366499847,5.151833404662174,102,8,15,478975,0
5390,4612216,120313,79548,39,3,5.688361176690471,4.207269580927678,122,9,3,135025,0
4186,5240998,175881,43496,193,6,6.102800161260804,5.093003873343994,123,7,4,172372,0
7258,5156202,72931,77109,63,5,6.477500620191222,3.766935208943013,187,7,6,157093,0
5470,4853837,174311,56249,204,5,4.4044561444806645,4.904870446410438,195,6,3,74945,0
6806,4855779,188099,12827,215,3,5.998781514295572,3.3511253959725567,171,8,6,400596,0
5776,4604825,152280,24241,176,3,6.218557245341841,3.767629789906272,147,3,12,347789,0
5626,4380433,101208,59405,84,6,4.1221884421271895,4.114331658399332,65,6,12,88699,0
7726,4203265,133872,48158,243,4,5.885226400463933,3.805799295358555,187,5,11,139159,0
4482,4549619,57516,31123,175,5,4.886813302991376,3.967542789060459,70,9,3,135842,0
7113,4526144,189770,46545,165,4,5.6214919786760795,5.050261861959245,75,3,4,231318,0
7154,4395214,101360,73209,219,4,5.285120490097162,3.641689730355419,60,7,18,254988,0
5652,4466060,58564,37209,225,3,4.649355630216593,4.86320293038643,192,4,5,180046,0
5171,4220332,169168,13158,19,6,4.3380534050099655,3.1842801727791294,123,9,2,468581,0
4117,4831796,148633,31767,225,6,4.292368082723021,4.914347768787652,85,8,9,145745,0
7933,5166816,143406,75511,195,3,4.258307144271229,4.9800581070744325,62,4,0,302845,0
7977,4918660,58114,63324,52,4,5.594475100336444,4.004246938756205,111,9,6,247091,0
5083,4664283,162625,68623,78,5,4.878527128498845,4.806194557918676,158,6,17,224455,0
4226,4634987,145597,73812,192,4,4.541583595514681,5.287846009362748,199,9,5,421605,0
4598,4516777,169045,18225,55,5,5.729712731764757,5.0017824338863175,132,8,14,490266,0
4373,4343627,174099,29787,115,4,5.717123914416167,3.9761162759924,141,3,9,52644,0
7500,4821852,81793,14187,176,3,5.347920730892494,4.210533785700161,175,4,7,258670,0
7749,4788347,81595,10331,166,4,6.337394542164628,4.948393861964513,185,5,13,103620,0
4723,4201973,188567,68429,232,5,4.963535578603553,3.731486474622809,91,4,11,245180,0
7154,4630009,129654,75586,28,3,6.089657428173233,5.009706850772184,198,3,6,327665,0
4830,4485831,115698,20903,75,6,4.1878485198304904,3.8201778564023527,127,9,4,235239,0
5600,4372857,93080,60551,252,3,5.849577735096261,5.014976455963845,189,9,18,189093,0
6551,4931488,145852,47442,145,3,6.4711185345798246,3.217001108376808,67,6,3,190481,0
7044,4745672,163093,14845,63,5,6.1164955407195425,3.1109932422764754,64,4,19,184940,0
7678,4858859,50346,74102,74,5,5.449161798275148,5.494188618424555,182,4,9,196562,0
4279,4942443,132895,70986,86,4,5.566915160817901,5.173642808086722,150,9,19,218293,0
4900,5223802,199005,49721,141,4,4.883223873592367,5.20711875866551,76,5,7,359526,0
5244,5036061,92096,59552,72,3,5.69871304564526,5.378199869016544,184,3,11,93201,0
5367,4844796,92134,37806,159,5,5.925988457953318,4.095790773536219,65,5,12,68376,0
8183,5116024,181719,65498,113,4,6.495571202794634,3.7170888867003806,152,6,6,282534,0
7280,4695005,59309,41151,156,3,5.2311572925010825,3.3250624875447574,80,7,4,356817,0
5408,5226906,109628,79242,39,4,4.153260164433606,4.2530228338461615,60,5,10,166422,0
8076,4992723,118739,14418,159,6,5.489644876827463,3.5501208011915195,170,9,13,140542,0
6141,4876804,169681,22050,236,4,4.297560374955421,5.338877141848299,177,7,5,331142,0
6147,5141511,69354,77812,34,6,4.611912608890275,3.0100079061069476,65,9,15,222893,0
5872,4734403,115108,30214,83,4,4.821949778264343,3.357991844357804,63,5,12,381230,0
4685,4950008,72849,31745,177,3,5.827574682871027,3.6161896327085667,142,7,3,115942,0
7923,4492865,168145,65389,158,4,4.459520309696251,3.497391778982988,54,5,18,104500,0
4153,5204304,144842,23255,172,4,4.4143823671058815,3.564446091449276,161,7,0,298737,0
4809,4847952,124510,45947,143,3,4.112410606247069,4.640119012652946,187,8,13,226619,0
5036,5014295,108939,30023,174,5,6.183099840884703,3.818780195782873,162,5,8,378207,0
5240,4677422,72976,23855,156,4,5.733763560890152,4.537560954758433,84,9,13,277757,0
4635,5103211,188277,77506,18,5,4.099866164044066,5.225644834115728,78,9,15,209595,0
4169,4272085,147149,23992,192,4,4.070730764095287,4.506391913814255,152,9,13,121854,0
6871,4313950,97873,16600,114,4,5.39668574118764,4.736331978215953,59,4,13,123537,0
8066,4726054,112090,57175,13,4,4.706336003216777,3.9137582455533932,130,8,16,390131,0
4595,4962295,158927,70711,104,3,5.491815876079822,3.399346169056773,117,3,14,151927,0
5310,5042831,157934,18924,111,5,5.086510439202414,3.801460156124765,161,3,16,276101,0
6169,4655770,119164,59549,22,3,6.308281405775636,5.41070662176027,80,9,8,418150,0
7895,4875535,95435,47855,254,5,4.71952253740342,4.5545284611328425,164,4,4,454025,0
6939,4774275,148992,68101,56,6,5.697863421097233,3.693777798585038,154,9,4,170441,0
7234,5202533,148734,18886,84,6,4.135135779046498,4.1272881679052595,85,6,12,99328,0
6476,4880180,139954,78312,112,4,6.389651335472314,5.088782593577486,103,5,10,398616,0
5804,4631396,60927,53337,213,4,6.451893669770881,4.671108926764434,59,3,1,359274,0
4914,5211228,120917,68950,190,6,5.847686572541031,4.401632101822921,117,7,4,199039,0
7636,4306766,142087,35337,197,4,5.163031178908933,5.212907191584603,89,8,19,317105,0
7389,5226708,192509,76036,60,4,4.549983598318153,4.6810989305419755,67,6,14,134929,0
4198,4355798,128834,53845,216,6,6.031290850619912,4.606824326977739,133,8,15,365306,0
7026,4496533,101407,18885,212,6,5.8408852428675555,3.4744203430269205,135,5,3,377288,0
4441,5055677,133368,74603,118,6,4.554885098902373,3.2659717075310195,62,6,1,184716,0
7122,4963700,76585,65705,139,3,5.128038235393165,5.412855292643497,77,5,5,260845,0
7479,5211794,63604,31014,9,6,5.156997344541963,4.497145925250882,62,7,17,200330,0
4632,4980718,151714,48197,194,3,6.066026374931773,4.039208522866073,151,3,10,64074,0
5872,4862255,197927,37164,245,5,5.709611710835191,4.472552052275544,100,6,15,107289,0
4602,4557628,176901,48044,120,6,5.607918858850137,3.1545299026792883,60,6,9,481974,0
6419,4199245,137549,77576,138,5,5.624568556408196,5.055318184760267,78,6,9,255215,0
7895,4324190,56038,72924,127,6,4.676175198456197,3.54161383891084,196,6,12,116489,0
4427,4506546,198195,25087,21,4,4.929278149573835,5.011365015794867,88,7,19,69921,0
5724,4237239,117444,78026,158,4,4.1141557135917655,4.3359461081590265,152,6,8,209033,0
8081,4727168,93449,40656,184,4,5.967352839530309,3.691430034142257,120,4,11,492269,0
5328,5009407,183873,59338,237,4,5.082495537924535,3.075524870605176,77,4,18,223157,0
4637,5204349,161960,63495,238,5,5.095595892718934,5.039583388316514,96,7,7,499757,0
6097,4707791,162442,43805,125,4,4.613390662334067,3.4411503536732666,52,9,16,270243,0
6178,5111813,91662,41966,245,5,4.523568203648573,3.1295127890996834,162,8,10,393780,0
6811,5227717,198771,41948,135,4,5.469554823922573,4.889694327064702,100,7,17,403449,0
5381,5095899,117930,70378,164,4,4.58138253800919,3.875108055932447,124,9,9,62673,0
8010,4681864,129712,37043,154,3,4.160522128913661,3.973335013979125,72,9,12,52740,0
6230,4535364,162643,29594,255,5,5.918768539952246,3.6176689682017975,173,6,6,465113,0
5269,5219724,148999,35311,188,6,4.941173586015915,5.147946196742243,82,3,12,469612,0
8029,4447966,75843,23641,30,6,4.950588959748261,3.74332381526633,134,7,6,109682,0
7884,4625872,95372,37405,18,4,5.078295703789478,3.52548142437756,180,7,12,340695,0
6140,4271930,104177,17985,104,4,6.037612058520235,3.7731243158403904,156,4,15,465680,0
4197,5026540,192130,16282,132,5,4.802092239849543,3.5078739379184922,140,8,8,477791,0
6541,4875707,157175,60669,171,5,5.89509052814459,3.7941380520130186,183,9,8,183368,0
6370,4283243,104950,15420,123,3,6.348862101948859,3.2073405571704328,76,5,6,417825,0
4703,4427012,160208,49774,131,5,5.652170489811999,3.396325072798646,194,6,14,340849,0
6692,4776747,160776,64590,235,3,5.0792027029425615,4.042632208490369,133,4,11,467527,0
7539,4760967,109133,60713,85,3,5.869474307866662,5.198667138974691,111,4,10,116023,0
4529,5035324,110471,41225,126,5,5.144743424378464,3.1432268668057146,88,4,0,320450,0
7058,4473327,184144,23554,142,3,5.0360681777703515,3.5316867669000764,161,5,2,61020,0
4670,5163923,134272,75147,119,4,5.313207908931708,5.270864188853991,196,4,0,210789,0
7163,4660368,72427,68461,247,5,4.794305837023234,5.225036685399804,153,4,17,55133,0
5812,5056844,157967,52855,246,5,4.260625540700003,4.698627083239853,54,6,17,249311,0
4122,4444264,138435,16073,131,4,5.037130013815413,3.601183885238095,120,7,1,414988,0
8053,4233070,126340,12462,115,3,4.309642202823255,4.049526402639464,159,5,0,346114,0
4775,4252031,158765,32065,150,6,5.026103683888617,3.5280524860949125,109,6,15,192592,0
6537,4585110,186062,21026,46,6,5.392334303033626,3.321471272813008,165,4,10,242119,0
4839,5193757,99565,70224,109,6,6.326777953014117,3.949995986284729,156,7,6,215349,0
7917,4245368,112895,24407,55,5,4.090555827613259,4.439554012675876,60,7,12,379252,0
7120,4581205,78424,29785,36,4,5.55364601625486,3.899831688662013,133,9,4,169794,0
7390,4308894,147060,78301,24,6,5.144337966625193,4.527061376164925,75,3,3,91331,0
5865,5171120,110407,67278,150,4,4.050652820510348,3.7406368384482636,122,8,7,278028,0
6010,4902413,101354,25309,0,3,4.623870439846801,3.8646263194019754,107,5,17,423493,0
6694,4994044,154478,36848,165,6,4.296213130887004,4.976683979111524,171,3,15,264711,0
7310,4942209,111223,46102,110,4,4.541985364328612,5.195786827234645,180,7,3,141884,0
7565,4883246,119655,56498,93,6,4.6864256086522955,3.8050852038276304,119,4,11,70727,0
4169,5005608,116007,75532,196,4,5.003265838455491,4.42878950336319,130,4,17,474776,0
6813,4202823,88780,70978,137,6,5.322598483722226,3.69540570973067,143,9,19,392326,0
4543,5101800,68871,78403,187,5,4.002474984815965,3.133336604268569,148,4,15,119995,0
5275,4970108,174085,12845,181,4,4.404673401571852,4.84464295340102,145,6,2,83268,0
7493,4969654,63758,26545,8,4,4.233915964022001,3.4275087080903757,167,4,4,108123,0
5122,4606852,98731,49410,55,6,5.374183498156859,4.064281309367293,197,3,4,219439,0
7359,5034078,150123,13438,145,3,4.822687176003175,4.217613733447892,174,3,3,415344,0
5992,4594669,69694,34873,249,4,5.370994340086796,3.4611789604477647,70,3,3,121943,0
5048,4245646,148327,20752,39,4,4.554558255436694,3.236388376658491,121,6,6,418415,0
5465,5146219,159959,75304,27,5,4.060573385218962,3.8700325366776767,119,6,11,50850,0
6270,4440231,149436,14432,240,4,6.353417253175617,5.380714768875796,126,3,7,382441,0
7230,4301154,95754,20388,247,5,4.270770302972485,4.537838974971054,129,5,8,177086,0
6578,4846411,52964,23658,42,4,4.317146869904292,3.9535255710072565,157,4,4,482238,0
7918,4439307,183102,20401,102,3,4.366367066275351,3.0972770519355373,113,6,3,264130,0
7650,5094113,98982,49799,160,3,6.453191309983182,4.5006832034777045,89,9,19,171742,0
7181,4659609,170750,35504,49,5,5.54415060042499,3.2306441023384314,118,7,11,159316,0
6566,4199022,79671,73871,83,4,5.525724879259626,4.356360177618816,178,9,4,421991,0
5283,5192252,74361,28257,101,4,6.466745503796324,4.8798762706793575,96,4,16,231349,0
5785,4733931,166722,47605,164,5,4.221096923186637,4.058963370736966,53,4,16,208418,0
4582,4470055,190959,56206,78,4,6.436252231355723,3.748528737041311,196,8,19,381050,0
5628,4904491,179094,53819,105,4,4.510032866385102,3.1184605845439965,79,5,3,291829,0
7890,4750689,162686,65746,74,3,5.557678758905089,3.061944687903992,140,8,12,348726,0
5840,4225349,87002,24130,194,4,5.050208913256979,4.075066424113803,170,6,19,250520,0
4561,4990851,186981,45521,39,5,4.959879533692946,5.20836317675742,91,4,16,78800,0
6766,4615155,150177,66040,59,5,6.328108321198656,3.610156946982976,101,8,4,52632,0
8038,4928115,75824,70411,63,6,4.373069321100641,4.435138764454553,92,6,17,67597,0
7649,5133445,69404,53245,231,6,6.492672527690608,4.710764549199404,72,8,8,308507,0
5218,4834577,180674,55632,241,3,4.947812652728871,3.1520746687534036,72,6,9,281131,0
5955,4898541,91272,70489,128,4,5.621937259721387,3.3827509395084427,78,3,11,386377,0
6271,4461324,164883,53740,40,4,6.419766828708401,3.8281919835489178,118,7,15,452587,0
5111,4443506,70798,76419,193,5,4.1440026259474365,4.675232935371426,129,3,2,128548,0
5196,4629464,92080,18931,125,4,6.307160907312976,4.097587780570242,52,7,10,480779,0
5065,5088509,92528,34353,217,6,5.419528463385858,4.835487670545613,176,5,16,469245,0
8169,4743960,92165,17852,92,4,5.760992197443631,5.168994663932981,151,8,10,327171,0
7151,4559241,151210,16340,255,5,4.372960459715871,4.895930691496357,60,9,5,288679,0
7540,5011784,187158,43035,206,3,5.33346857707758,5.480618018283122,176,5,1,129496,0
7440,5089100,186549,25815,57,6,5.683784286813109,4.885902671829124,54,9,10,130210,0
8024,5140678,161232,38501,185,6,5.140618268469204,5.130447987518626,134,3,14,58398,0
4527,4507769,80378,40648,73,6,4.387462945265142,5.0809158961625025,119,3,10,340676,0
7707,4938415,194087,53464,89,4,4.610297687713942,4.825664405700117,125,9,19,244914,0
4368,4813299,131311,76198,64,3,6.1359819774837465,5.004504541639726,193,7,12,136365,0
6043,4665085,131895,69457,174,5,4.086177482081907,5.336708069668525,189,6,10,110231,0
6530,4610525,155208,36481,67,4,5.772155196102031,4.1880184463157315,91,4,1,78590,0
5561,4314421,165364,32790,163,6,6.498475091286317,4.595717559781359,136,5,11,338430,0
4694,4482478,192938,63954,149,5,4.018707490266917,4.287349303931932,193,7,3,358391,0
4883,4770669,137356,18655,192,5,4.40261420704985,5.1275924679801825,159,8,14,334236,0
7473,5123926,141509,47833,254,6,5.685360752232836,4.078399007178769,183,9,3,99812,0
5401,5102728,161829,39611,2,6,4.1499770864633705,5.049316927861833,115,5,18,68611,0
5367,4391010,88266,22796,253,4,5.474474959639647,4.998386437642847,92,6,6,97797,0
7878,4906625,96156,53151,27,3,5.710000258902641,5.404715253421476,126,4,8,388219,0
4685,4283235,143821,32451,134,3,5.470365870285176,3.622301748143547,172,3,2,382974,0
7844,4902106,59619,22991,87,4,4.912961757552668,4.774048774714781,189,6,4,182673,0
7868,4552840,98073,55723,163,5,5.743205739966598,4.892298744118715,152,7,18,74841,0
6547,4666004,157699,22193,184,3,5.485736070034552,5.340696232011664,155,3,5,193880,0
4774,4946803,196419,57099,220,3,4.519092930234799,5.2672560451388275,126,5,10,414396,0
4734,4639831,127924,21346,102,5,5.407838858962775,4.433814654271121,97,7,19,114537,0
5262,5040957,109951,40433,238,6,6.204768042847318,4.44788296465995,113,8,12,408266,0
6461,4753803,116056,66559,82,3,5.667083214226125,3.4182280710105735,124,9,0,258500,0
4725,5241562,152814,26005,52,5,5.179478768484618,5.437406756059428,172,5,7,113627,0
5962,4863548,131671,63733,97,3,4.803960257173628,3.637543656758567,133,5,7,470251,0
4569,4505062,53484,60533,135,5,4.214715523593932,4.811840546128231,168,9,5,283271,0
6309,5007251,130885,73185,171,6,4.611567831897572,4.989487512013281,54,7,4,352198,0
4182,4622062,110009,21821,213,6,4.027966882717192,4.1030387615284525,163,4,10,93481,0
7000,4754420,155120,60058,57,5,6.466564793812411,3.527984300072645,126,7,7,217239,0
4322,4337771,181266,75566,77,5,4.55620563032185,3.472400960549217,199,4,5,334657,0
4893,4319444,194367,63411,240,6,6.0371898567134314,5.14124000225398,120,6,8,340409,0
4811,4797100,141534,23153,112,5,4.421612204512447,4.276891216871287,121,5,6,78318,0
7499,4390063,104384,67551,61,4,4.709002874013935,3.225342455095667,69,9,4,321923,0
4314,5240342,116591,17511,252,6,5.045693298070917,4.792548681907222,171,3,9,475016,0
5854,5091542,76469,51219,114,5,4.811014160354013,3.625427632012574,155,8,18,403872,0
6517,4929231,190390,44835,252,6,5.995877031899653,5.190986876877198,179,4,10,143478,0
6209,4964691,177096,47175,235,5,6.394233520038558,3.7739294650749384,63,3,11,460671,0
6884,4818429,178097,46368,231,6,6.188236209127121,3.500677075225358,81,7,19,357302,0
7385,4257523,99218,12203,148,3,4.383944667369391,3.2121461088873358,181,7,12,75625,0
5708,4605732,98332,45573,204,3,5.9417216908732255,4.2788278415941186,56,3,4,107731,0
7488,4714189,178492,75572,245,3,4.369867283261779,4.126843969545718,126,3,7,464566,0
5398,5154064,131682,40566,68,5,6.2834527664052535,4.878280361507857,110,3,9,144318,0
8128,4424457,155698,29383,9,5,5.294696439171446,4.161506467982591,190,5,9,93541,0
6162,4715358,123473,79637,82,3,4.840952720141766,3.859539922310928,178,3,2,252927,0
7110,4555083,116415,16929,163,3,4.392563743335482,3.6541372890823602,184,7,2,286522,0
7680,4335197,144830,44039,140,6,4.0295227204475115,3.695366863674928,93,3,6,307893,0
7342,4302326,171947,45881,20,6,4.619867479152212,5.319619754569535,138,8,18,346489,0
7582,4577431,100116,43456,143,5,6.28505015820328,3.4126965052195306,155,9,14,499488,0
6293,4280728,171371,74520,44,4,5.993155480680569,5.470441061392876,195,8,16,391658,0
4274,4264733,86630,39523,129,4,6.424484269376799,3.817298637980562,51,9,3,61666,0
6115,4562216,110424,78131,147,3,4.251903802803433,3.2209755885437437,196,9,8,89858,0
4839,4406094,186900,14677,162,3,5.480446858764173,3.6217259519696627,103,3,11,50141,0
7737,4776063,193167,61375,105,6,4.6428761850769416,3.1460359488865466,69,5,8,227856,0
5065,4212831,188581,51506,104,4,5.357354264431018,4.97507442290979,142,8,8,207665,0
5030,4510777,97406,26838,173,5,4.801137213908638,4.281382281352764,167,5,7,470093,0
5117,4669602,176498,25957,191,5,4.708663875608394,3.8424665471670023,69,8,1,214770,0
6727,5204233,190413,60377,206,4,5.434613255061494,4.655124011578906,56,8,17,63794,0
6435,4859667,196730,54632,85,3,4.4582954046738505,4.576616314875801,184,9,18,447726,0
7982,5117805,53135,52781,108,5,5.172833592430292,5.349680223068976,190,5,1,167122,0
5801,4554272,161748,13558,84,3,5.627030662610087,5.403151291870949,73,5,8,460662,0
5252,4665859,199511,51851,135,4,4.32045518295701,4.701709439163514,185,3,10,398501,0
4297,4635106,164700,78697,32,6,6.3264856771922595,5.0445398181104215,186,4,15,446236,0
4124,5124804,84976,11212,110,5,5.264311748635312,4.981062750837946,199,4,19,418873,0
5626,5200107,164388,42830,48,6,6.048819929710856,4.228258831749749,82,6,8,114430,0
7888,5203384,65786,44606,136,3,5.6347635765526585,4.761145720083542,136,5,14,331781,0
6241,4982794,122091,72772,217,3,5.7750023530563634,3.1956475192089253,199,8,18,235447,0
7755,4721854,143934,29799,252,4,5.790327352482095,4.8950527078757675,185,8,16,332949,0
4512,4761433,118467,43289,114,4,6.187749742653681,5.404582517980919,140,8,5,385648,0
4478,5222443,154975,60203,14,3,5.53401358761731,3.212436882814346,79,3,16,275430,0
7509,4492666,86033,14223,58,6,4.695542879303474,5.090289461479636,62,6,8,190674,0
4533,4557853,140933,66076,26,3,4.2487741071636425,5.332450066623178,88,8,0,462349,0
4308,5134873,146722,67554,194,5,5.515626548625354,3.565472224505155,59,4,15,348457,0
5751,4599392,145069,60375,252,5,4.165882009426452,4.31202796902301,79,5,16,448494,0
7884,4440821,93398,55372,141,5,4.603233629223825,5.319645563657471,61,8,6,156714,0
6919,4781998,95807,62332,45,3,4.151767961504779,5.400565011307419,164,8,9,427216,0
4501,4535450,88671,64722,5,4,5.372218972516418,3.319705960880791,138,8,7,195538,0
7524,5128452,119266,73237,249,5,4.40084531235717,3.8725105638886266,127,6,2,257218,0
7551,5147527,137894,39971,80,4,5.526018298583683,4.745361602877141,171,5,19,437193,0
7375,4515178,104380,41923,28,5,5.977162827158169,3.5538962484648255,111,5,0,209623,0
7793,4749569,111497,54655,45,3,6.054701801929656,3.811926571586202,110,7,11,162729,0
5078,5226094,92961,23516,65,3,4.773858770344068,3.0582276500117334,81,5,0,461997,0
8108,4972680,82828,69936,167,5,5.37238633173624,3.383804202327997,116,5,13,483945,0
5409,4420405,148615,63935,228,5,5.407526900215897,4.4058237360443595,76,4,18,189984,0
7381,4813744,172408,54174,70,3,5.182217955385417,4.632725165760457,138,6,12,187816,0
6469,4844306,93605,31115,175,6,5.637784728561912,4.622279577739592,199,4,12,152452,0
7288,4879484,179085,34337,16,3,4.525217809558834,4.945901176945542,129,6,16,60587,0
6667,4220529,135646,40448,2,6,6.448108098966985,4.038203534346978,94,9,19,298797,0
6727,4508230,75154,56377,14,5,4.245199567727331,3.683726790602889,153,8,17,164705,0
6620,5090431,104899,64462,236,6,6.073052853007798,3.0389517501063126,173,6,4,432087,0
7286,4447400,51126,57029,148,6,5.48523996737797,3.5165745651309672,120,9,11,127042,0
7123,4508557,55875,75095,206,4,4.61213686798429,3.780969530505093,87,9,16,335872,0
4647,4532461,100419,77241,5,6,5.86418750165075,3.445517141201164,157,6,5,278072,0
7479,4380308,118169,59343,5,3,4.21120223919268,3.0503611787415057,78,8,13,325366,0
6291,4357296,169626,35963,217,4,5.936044586121958,3.393619021662979,199,5,0,100722,0
5419,4558176,70145,51934,26,3,5.4749630556075335,4.665248883918931,97,9,17,259948,0
6202,5111089,175876,39755,39,4,4.276875795991004,4.57396354118149,102,5,12,331721,0
8056,4195913,85178,54036,132,6,4.198763907730926,5.339209098495106,159,4,14,203423,0
7608,4491309,70749,66848,155,4,5.877090833591156,4.995420728493273,51,3,16,443704,0
7510,4257876,154983,35853,58,3,4.732339766259593,4.419390292102978,80,8,4,288290,0
5991,4783068,166150,45403,113,4,6.223254626918034,3.343890868733028,68,5,9,213133,0
7307,4457079,140736,13194,172,6,5.90518255257544,4.410179547312892,108,8,17,63869,0
5673,5024749,67355,61560,113,5,5.745475611794291,3.1539876522854517,133,3,3,125821,0
6906,4807738,67301,44289,97,5,4.696515131583627,4.077212243527132,76,6,16,264466,0
6715,5016203,108509,42179,18,4,5.772361297554045,3.975646572367989,101,5,5,230011,0
5119,4860053,117590,47270,115,4,6.370369211287085,4.069534523407354,165,6,11,442181,0
5187,4653985,199791,25084,205,5,4.228899585926422,3.699564795986968,190,4,10,403685,0
4346,5097093,92971,51857,160,5,4.815406605008915,4.71457611905956,52,3,13,121536,0
4668,4693695,78888,62164,228,6,4.586680663653985,5.102361168246949,144,5,16,316169,0
5872,5190382,191885,34477,32,5,4.983125336001667,4.921292481497444,53,6,6,254483,0
6053,5237324,73094,19180,2,6,5.855831637134866,4.5693802394772005,128,8,3,95514,0
4772,4811937,53960,37078,140,6,5.185606453563466,4.345861998332533,181,6,8,349660,0
5803,4901670,113420,23900,45,3,5.426826515300616,3.077710450020076,169,4,12,291734,0
